pmid,publisher,journal,year,doi,doi_url,pubmed_url,title,is_oa,oa_pdf,oa_landing
24313632,Wiley,Psychiatry and clinical neurosciences,2014,10.1111/pcn.12120,https://doi.org/10.1111/pcn.12120,https://pubmed.ncbi.nlm.nih.gov/24313632/,Structural correlates of cognitive deficit and elevated gamma noise power in schizophrenia.,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pcn.12120,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pcn.12120
37904327,Wiley,Psychiatry and clinical neurosciences,2023,10.1111/pcn.13612,https://doi.org/10.1111/pcn.13612,https://pubmed.ncbi.nlm.nih.gov/37904327/,Asynchronous neural maturation predicts transition to psychosis.,yes,,https://doi.org/10.1111/pcn.13612
19521637,unknown,"Annals of the Academy of Medicine, Singapore",2009,,,https://pubmed.ncbi.nlm.nih.gov/19521637/,"Duration of illness, regional brain morphology and neurocognitive correlates in schizophrenia.",,,
21177239,unknown,Clinical schizophrenia & related psychoses,2011,,,https://pubmed.ncbi.nlm.nih.gov/21177239/,The parahippocampal gyrus as a neural marker of early remission in first-episode psychosis: a voxel-based morp,,,
19125210,unknown,Journal of psychiatry & neuroscience : JPN,2009,,,https://pubmed.ncbi.nlm.nih.gov/19125210/,Neural synchrony in patients with a first episode of schizophrenia: tracking relations with grey matter and sy,,,
19949723,unknown,Journal of psychiatry & neuroscience : JPN,2009,,,https://pubmed.ncbi.nlm.nih.gov/19949723/,Structural covariance in the hallucinating brain: a voxel-based morphometry study.,,,
12377162,unknown,NeuroImage,2002,,,https://pubmed.ncbi.nlm.nih.gov/12377162/,Structural gray matter differences between first-episode schizophrenics and normal controls using voxel-based ,,,
34718309,unknown,Psychiatria Danubina,2021,,,https://pubmed.ncbi.nlm.nih.gov/34718309/,Onset of Schizophrenia Prior to the End of Brain Maturation Alters Grey Matter Volume Loss.,,,
18445872,unknown,Psychiatria Hungarica : A Magyar Pszichiatriai,2007,,,https://pubmed.ncbi.nlm.nih.gov/18445872/,[Structural MRI investigation in schizophrenia with optimised voxel-based morphometry--a pilot study].,,,
20369460,unknown,Sichuan da xue xue bao. Yi xue ban = Journal o,2010,,,https://pubmed.ncbi.nlm.nih.gov/20369460/,[A comparative study of voxel-based morphometry in patients with paranoid schizophrenia and bipolar mania].,,,
23225124,unknown,Turk psikiyatri dergisi = Turkish journal of p,2012,,,https://pubmed.ncbi.nlm.nih.gov/23225124/,Gray matter changes in patients with deficit schizophrenia and non-deficit schizophrenia.,,,
