id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9
24361475-24361475_analysis_0	1	1	0	0	0	0	0	0	0
24375710-24375710_analysis_0	0	4	0	0	0	0	0	0	0
24412087-24412087_analysis_0	1	11	4	0	0	0	0	0	0
24412087-24412087_analysis_1	0	2	0	0	0	0	0	0	0
24412433-24412433_analysis_0	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_1	1	1	0	0	0	0	0	0	0
24412433-24412433_analysis_2	0	0	0	0	0	0	0	0	0
24412433-24412433_analysis_3	0	0	0	0	0	0	0	0	0
24412687-24412687_analysis_0	0	2	0	0	0	0	0	0	0
24412687-24412687_analysis_1	0	3	1	0	0	0	0	0	0
24412687-24412687_analysis_2	0	3	0	0	0	0	0	0	0
24414614-24414614_analysis_0	0	2	0	0	0	0	0	0	0
24414614-24414614_analysis_1	0	1	0	0	0	0	0	0	0
24414614-24414614_analysis_2	0	6	1	0	0	0	0	0	0
24414614-24414614_analysis_3	0	0	0	0	0	0	0	0	0
24414614-24414614_analysis_4	0	5	0	0	0	0	0	0	0
24414614-24414614_analysis_5	0	0	1	0	0	0	0	0	0
24414614-24414614_analysis_6	0	4	3	0	0	0	0	0	0
24434194-24434194_analysis_0	0	10	0	0	0	0	0	0	0
24462962-24462962_analysis_0	0	3	0	0	0	0	0	0	0
24464944-24464944_analysis_0	0	3	0	0	0	0	0	0	0
24464944-24464944_analysis_1	0	4	1	0	0	0	0	0	0
24464944-24464944_analysis_2	0	2	0	0	0	0	0	0	0
24464944-24464944_analysis_3	0	2	1	0	0	0	0	0	0
24464944-24464944_analysis_4	0	5	0	0	0	0	0	0	0
24464944-24464944_analysis_5	0	6	0	0	0	0	0	0	0
24535033-24535033_analysis_0	1	18	4	0	0	0	0	0	0
24535033-24535033_analysis_1	9	51	18	0	0	0	0	0	0
24535033-24535033_analysis_2	0	1	1	0	0	0	0	0	0
24535033-24535033_analysis_3	2	3	4	0	0	0	0	0	0
24535033-24535033_analysis_4	2	5	4	0	0	0	0	0	0
24567909-24567909_analysis_0	0	5	1	0	0	0	0	0	0
24567909-24567909_analysis_1	0	11	4	0	0	0	0	0	0
24571553-24571553_analysis_0	0	4	0	0	0	0	0	0	0
24571553-24571553_analysis_1	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_10	0	1	0	0	0	0	0	0	0
24571553-24571553_analysis_2	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_3	0	3	0	0	0	0	0	0	0
24571553-24571553_analysis_4	0	1	1	0	0	0	0	0	0
24571553-24571553_analysis_5	0	0	0	0	0	0	0	0	0
24571553-24571553_analysis_6	0	3	1	0	0	0	0	0	0
24571553-24571553_analysis_7	0	8	1	0	0	0	0	0	0
24571553-24571553_analysis_8	0	3	1	0	0	0	0	0	0
24571553-24571553_analysis_9	0	4	0	0	0	0	0	0	0
24582805-24582805_analysis_0	0	7	0	0	0	0	0	0	0
24582805-24582805_analysis_1	1	6	3	0	0	0	0	0	0
24582805-24582805_analysis_2	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_3	2	10	2	0	0	0	0	0	0
24582805-24582805_analysis_4	0	0	0	0	0	0	0	0	0
24582805-24582805_analysis_5	1	1	0	0	0	0	0	0	0
24582805-24582805_analysis_6	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_0	0	1	1	0	0	0	0	0	0
24583253-24583253_analysis_1	0	2	0	0	0	0	0	0	0
24583253-24583253_analysis_2	0	1	0	0	0	0	0	0	0
24583253-24583253_analysis_3	0	0	0	0	0	0	0	0	0
24583253-24583253_analysis_4	0	3	0	0	0	0	0	0	0
24617738-24617738_analysis_0	0	1	0	0	0	0	0	0	0
24695086-24695086_analysis_0	0	8	2	0	0	0	0	0	0
24714805-24714805_analysis_0	0	11	0	0	0	0	0	0	0
24726338-24726338_analysis_0	0	0	3	0	0	0	0	0	0
24726338-24726338_analysis_1	3	5	0	0	0	0	0	0	0
24726338-24726338_analysis_2	0	11	3	0	0	0	0	0	0
24726338-24726338_analysis_3	0	1	2	0	0	0	0	0	0
24726338-24726338_analysis_4	0	3	0	0	0	0	0	0	0
24726338-24726338_analysis_5	0	4	0	0	0	0	0	0	0
24731078-24731078_analysis_0	0	3	0	0	0	0	0	0	0
24731078-24731078_analysis_1	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_2	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_3	0	0	0	0	0	0	0	0	0
24731078-24731078_analysis_4	0	1	0	0	0	0	0	0	0
24731078-24731078_analysis_5	0	0	0	0	0	0	0	0	0
24734987-24734987_analysis_0	0	1	0	0	0	0	0	0	0
24734987-24734987_analysis_1	0	1	0	0	0	0	0	0	0
24734987-24734987_analysis_2	0	2	1	0	0	0	0	0	0
24759619-24759619_analysis_0	1	1	3	0	0	0	0	0	0
24759619-24759619_analysis_1	0	4	0	0	0	0	0	0	0
24760733-24760733_analysis_0	0	4	0	0	0	0	0	0	0
24772075-24772075_analysis_0	0	2	1	0	0	0	0	0	0
24772075-24772075_analysis_1	1	1	0	0	0	0	0	0	0
24772075-24772075_analysis_2	0	0	1	0	0	0	0	0	0
24772075-24772075_analysis_3	0	1	0	0	0	0	0	0	0
24772075-24772075_analysis_4	1	2	2	0	0	0	0	0	0
24772075-24772075_analysis_5	0	5	1	0	0	0	0	0	0
24772075-24772075_analysis_6	0	2	0	0	0	0	0	0	0
24789353-24789353_analysis_0	1	3	0	0	0	0	0	0	0
24789353-24789353_analysis_1	1	5	5	0	0	0	0	0	0
24789353-24789353_analysis_2	0	1	0	0	0	0	0	0	0
24793833-24793833_analysis_0	0	1	4	0	0	0	0	0	0
24795158-24795158_analysis_0	1	2	0	0	0	0	0	0	0
24795158-24795158_analysis_1	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_2	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_3	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_4	0	0	0	0	0	0	0	0	0
24795158-24795158_analysis_5	0	2	0	0	0	0	0	0	0
24795158-24795158_analysis_6	0	2	0	0	0	0	0	0	0
24795158-24795158_analysis_7	0	0	0	0	0	0	0	0	0
24814646-24814646_analysis_0	0	62	2	0	0	0	0	0	0
24814646-24814646_analysis_1	1	12	0	0	0	0	0	0	0
24814646-24814646_analysis_2	1	3	0	0	0	0	0	0	0
24814646-24814646_analysis_3	1	12	0	0	0	0	0	0	0
24814646-24814646_analysis_4	0	4	3	0	0	0	0	0	0
24824165-24824165_analysis_0	0	4	1	0	0	0	0	0	0
24824165-24824165_analysis_1	0	4	0	0	0	0	0	0	0
24825504-24825504_analysis_0	1	4	2	0	0	0	0	0	0
24825504-24825504_analysis_1	0	2	0	0	0	0	0	0	0
24825504-24825504_analysis_2	0	0	1	0	0	0	0	0	0
24825504-24825504_analysis_3	1	1	0	0	0	0	0	0	0
24834034-24834034_analysis_0	0	7	3	0	0	0	0	0	0
24842782-24842782_analysis_0	0	5	0	0	0	0	0	0	0
24842782-24842782_analysis_1	0	5	1	0	0	0	0	0	0
24842782-24842782_analysis_2	0	0	1	0	0	0	0	0	0
24844743-24844743_analysis_0	0	7	2	0	0	0	0	0	0
24844743-24844743_analysis_1	0	8	3	0	0	0	0	0	0
24844746-24844746_analysis_0	1	6	4	0	0	0	0	0	0
24844746-24844746_analysis_1	0	5	0	0	0	0	0	0	0
24844746-24844746_analysis_2	1	1	0	0	0	0	0	0	0
24844746-24844746_analysis_3	0	0	2	0	0	0	0	0	0
24844746-24844746_analysis_4	1	2	0	0	0	0	0	0	0
24844746-24844746_analysis_5	1	7	4	0	0	0	0	0	0
24844746-24844746_analysis_6	0	6	0	0	0	0	0	0	0
24880954-24880954_analysis_0	1	2	1	0	0	0	0	0	0
24880954-24880954_analysis_1	0	1	0	0	0	0	0	0	0
24882220-24882220_analysis_0	0	0	0	0	0	0	0	0	0
24882220-24882220_analysis_1	0	5	4	0	0	0	0	0	0
24882220-24882220_analysis_2	0	0	0	0	0	0	0	0	0
24882220-24882220_analysis_3	1	4	0	0	0	0	0	0	0
24888525-24888525_analysis_0	0	1	2	0	0	0	0	0	0
24888525-24888525_analysis_1	0	0	2	0	0	0	0	0	0
24927685-24927685_analysis_0	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_1	0	1	0	0	0	0	0	0	0
24927685-24927685_analysis_2	0	1	0	0	0	0	0	0	0
24927685-24927685_analysis_3	0	2	0	0	0	0	0	0	0
24927685-24927685_analysis_4	0	0	1	0	0	0	0	0	0
24927685-24927685_analysis_5	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_6	0	1	0	0	0	0	0	0	0
24927685-24927685_analysis_7	0	1	0	0	0	0	0	0	0
24927685-24927685_analysis_8	0	0	1	0	0	0	0	0	0
24928767-24928767_analysis_0	0	13	1	0	0	0	0	0	0
24929201-24929201_analysis_0	0	4	1	0	0	0	0	0	0
24929201-24929201_analysis_1	0	0	1	0	0	0	0	0	0
24929201-24929201_analysis_2	0	3	0	0	0	0	0	0	0
24936688-24936688_analysis_0	0	0	1	0	0	0	0	0	0
24936688-24936688_analysis_1	0	1	0	0	0	0	0	0	0
24936688-24936688_analysis_2	0	4	0	0	0	0	0	0	0
25118071-25118071_analysis_0	0	7	0	0	0	0	0	0	0
25220190-25220190_analysis_0	0	2	0	0	0	0	0	0	0
25253279-25253279_analysis_0	0	4	0	0	0	0	0	0	0
25278250-25278250_analysis_0	0	4	2	0	0	0	0	0	0
25279788-25279788_analysis_0	0	6	0	0	0	0	0	0	0
25279788-25279788_analysis_1	0	8	2	0	0	0	0	0	0
25279788-25279788_analysis_2	0	7	2	0	0	0	0	0	0
25281889-25281889_analysis_0	0	0	1	0	0	0	0	0	0
25281889-25281889_analysis_1	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_10	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_11	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_2	0	3	1	0	0	0	0	0	0
25281889-25281889_analysis_3	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_4	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_5	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_6	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_7	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_8	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_9	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_0	0	2	0	0	0	0	0	0	0
25315788-25315788_analysis_1	0	1	0	0	0	0	0	0	0
25315788-25315788_analysis_2	0	0	1	0	0	0	0	0	0
25370452-25370452_analysis_0	0	4	0	0	0	0	0	0	0
25370452-25370452_analysis_1	0	7	0	0	0	0	0	0	0
25479766-25479766_analysis_0	0	0	0	0	0	0	0	0	0
25479766-25479766_analysis_1	0	0	0	0	0	0	0	0	0
25479766-25479766_analysis_2	0	4	2	0	0	0	0	0	0
25534111-25534111_analysis_0	0	6	2	0	0	0	0	0	0
25534111-25534111_analysis_1	1	8	1	0	0	0	0	0	0
25534111-25534111_analysis_2	0	6	0	0	0	0	0	0	0
25534111-25534111_analysis_3	0	3	1	0	0	0	0	0	0
25640962-25640962_analysis_0	0	5	1	0	0	0	0	0	0
25640962-25640962_analysis_1	0	5	2	0	0	0	0	0	0
25640962-25640962_analysis_2	0	8	0	0	0	0	0	0	0
25640962-25640962_analysis_3	0	0	2	0	0	0	0	0	0
25640962-25640962_analysis_4	0	5	2	0	0	0	0	0	0
25671708-25671708_analysis_0	0	0	1	0	0	0	0	0	0
25671708-25671708_analysis_1	0	2	0	0	0	0	0	0	0
25685703-25685703_analysis_0	1	2	2	0	0	0	0	0	0
25697049-25697049_analysis_0	0	10	0	0	0	0	0	0	0
25697049-25697049_analysis_1	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_2	0	2	0	0	0	0	0	0	0
25697049-25697049_analysis_3	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_4	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_5	0	3	0	0	0	0	0	0	0
25697049-25697049_analysis_6	0	0	0	0	0	0	0	0	0
25703807-25703807_analysis_0	0	0	2	0	0	0	0	0	0
25716010-25716010_analysis_0	0	1	0	0	0	0	0	0	0
25716010-25716010_analysis_1	0	1	0	0	0	0	0	0	0
25716010-25716010_analysis_10	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_2	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_3	0	3	0	0	0	0	0	0	0
25716010-25716010_analysis_4	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_5	0	9	0	1	0	0	0	0	0
25716010-25716010_analysis_6	0	4	0	0	0	0	0	0	0
25716010-25716010_analysis_7	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_8	0	1	0	0	0	0	0	0	0
25716010-25716010_analysis_9	0	2	0	0	0	0	0	0	0
25729358-25729358_analysis_0	1	2	0	0	0	0	0	0	0
25729358-25729358_analysis_1	1	1	2	0	0	0	0	0	0
25729358-25729358_analysis_2	0	2	0	0	0	0	0	0	0
25729358-25729358_analysis_3	0	3	1	0	0	0	0	0	0
25729358-25729358_analysis_4	0	2	1	0	0	0	0	0	0
25729358-25729358_analysis_5	0	0	2	0	0	0	0	0	0
25758671-25758671_analysis_0	0	1	3	0	0	0	0	0	0
25759285-25759285_analysis_0	3	5	3	0	0	0	0	0	0
25820129-25820129_analysis_0	1	1	0	0	0	0	0	0	0
25820129-25820129_analysis_1	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_10	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_11	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_12	0	0	1	0	0	0	0	0	0
25820129-25820129_analysis_2	0	0	1	0	0	0	0	0	0
25820129-25820129_analysis_3	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_4	0	0	1	0	0	0	0	0	0
25820129-25820129_analysis_5	0	0	1	0	0	0	0	0	0
25820129-25820129_analysis_6	0	5	1	0	0	0	0	0	0
25820129-25820129_analysis_7	0	3	0	0	0	0	0	0	0
25820129-25820129_analysis_8	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_9	0	0	1	0	0	0	0	0	0
25823855-25823855_analysis_0	0	16	0	0	0	0	0	0	0
25823855-25823855_analysis_1	0	12	0	0	0	0	0	0	0
25823855-25823855_analysis_2	0	1	0	0	0	0	0	0	0
25823855-25823855_analysis_3	0	9	0	0	0	0	0	0	0
25847180-25847180_analysis_0	0	8	0	0	0	0	0	0	0
25862529-25862529_analysis_0	0	0	1	0	0	0	0	0	0
25862529-25862529_analysis_1	0	5	0	0	0	0	0	0	0
25862529-25862529_analysis_2	0	5	0	0	0	0	0	0	0
25882754-25882754_analysis_0	0	3	0	0	0	0	0	0	0
25882754-25882754_analysis_1	1	5	1	0	0	0	0	0	0
25885446-25885446_analysis_0	0	0	1	0	0	0	0	0	0
25885446-25885446_analysis_1	0	1	1	0	0	0	0	0	0
25885533-25885533_analysis_0	1	14	2	0	0	0	0	0	0
25885533-25885533_analysis_1	0	3	0	0	0	0	0	0	0
25911123-25911123_analysis_0	0	5	0	0	0	0	0	0	0
25911123-25911123_analysis_1	0	0	3	0	0	0	0	0	0
25929599-25929599_analysis_0	1	5	1	0	0	0	0	0	0
25929599-25929599_analysis_1	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_2	0	1	0	0	0	0	0	0	0
25929599-25929599_analysis_3	0	3	1	0	0	0	0	0	0
25929599-25929599_analysis_4	0	0	0	0	0	0	0	0	0
25946306-25946306_analysis_0	0	5	0	0	0	0	0	0	0
25946306-25946306_analysis_1	0	9	1	0	0	0	0	0	0
25946306-25946306_analysis_2	0	2	0	0	0	0	0	0	0
25946306-25946306_analysis_3	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_0	0	10	0	0	0	0	0	0	0
25963262-25963262_analysis_1	0	5	0	0	0	0	0	0	0
25963262-25963262_analysis_2	0	2	0	0	0	0	0	0	0
25963262-25963262_analysis_3	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_4	0	5	2	0	0	0	0	0	0
25963262-25963262_analysis_5	0	5	2	0	0	0	0	0	0
25996424-25996424_analysis_0	0	1	0	0	0	0	0	0	0
25996424-25996424_analysis_1	0	1	1	0	0	0	0	0	0
25996424-25996424_analysis_2	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_3	0	3	0	0	0	0	0	0	0
25996424-25996424_analysis_4	0	3	0	0	0	0	0	0	0
25996424-25996424_analysis_5	0	2	0	0	0	0	0	0	0
26000902-26000902_analysis_0	0	2	1	0	0	0	0	0	0
26000902-26000902_analysis_1	0	3	0	0	0	0	0	0	0
26040978-26040978_analysis_0	0	6	0	0	0	0	0	0	0
26040978-26040978_analysis_1	0	2	0	0	0	0	0	0	0
26040978-26040978_analysis_2	0	1	0	0	0	0	0	0	0
26048954-26048954_analysis_0	0	13	0	0	0	0	0	0	0
26143208-26143208_analysis_0	0	5	2	0	0	0	0	0	0
26143208-26143208_analysis_1	0	7	0	0	0	0	0	0	0
26188122-26188122_analysis_0	1	0	0	0	0	0	0	0	0
26188122-26188122_analysis_1	1	0	0	0	0	0	0	0	0
26189076-26189076_analysis_0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_1	1	0	1	0	0	0	0	0	0
26189076-26189076_analysis_10	0	1	0	0	0	0	0	0	0
26189076-26189076_analysis_11	0	1	0	0	0	0	0	0	0
26189076-26189076_analysis_12	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_13	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_2	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_3	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_4	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_5	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_6	0	2	0	0	0	0	0	0	0
26189076-26189076_analysis_7	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_8	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_9	0	0	0	0	0	0	0	0	0
26197051-26197051_analysis_0	0	9	4	0	0	0	0	0	0
26197051-26197051_analysis_1	0	17	3	0	0	0	0	0	0
26235682-26235682_analysis_0	0	3	1	0	0	0	0	0	0
26235682-26235682_analysis_1	1	4	1	0	0	0	0	0	0
26235682-26235682_analysis_2	1	3	1	0	0	0	0	0	0
26235682-26235682_analysis_3	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_4	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_0	0	6	4	0	0	0	0	0	0
26254589-26254589_analysis_1	5	11	1	0	0	0	0	0	0
26254589-26254589_analysis_2	2	9	2	0	0	0	0	0	0
26254589-26254589_analysis_3	2	10	3	0	0	0	0	0	0
26254589-26254589_analysis_4	1	9	1	0	0	0	0	0	0
26254589-26254589_analysis_5	1	7	4	0	0	0	0	0	0
26262561-26262561_analysis_0	0	3	1	0	0	0	0	0	0
26301900-26301900_analysis_0	0	3	0	0	0	0	0	0	0
26301900-26301900_analysis_1	0	5	3	0	0	0	0	0	0
26323252-26323252_analysis_0	0	3	1	0	0	0	0	0	0
26323252-26323252_analysis_1	0	3	0	0	0	0	0	0	0
26323252-26323252_analysis_2	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_3	0	1	0	0	0	0	0	0	0
26323252-26323252_analysis_4	0	0	0	0	0	0	0	0	0
26365506-26365506_analysis_0	0	5	3	0	0	0	0	0	0
26365506-26365506_analysis_1	0	4	0	0	0	0	0	0	0
26411531-26411531_analysis_0	0	4	0	0	0	0	0	0	0
26411531-26411531_analysis_1	0	8	0	0	0	0	0	0	0
26411531-26411531_analysis_2	0	8	0	0	0	0	0	0	0
26411531-26411531_analysis_3	0	4	0	0	0	0	0	0	0
26411531-26411531_analysis_4	0	8	0	0	0	0	0	0	0
26416161-26416161_analysis_0	0	1	0	0	0	0	0	0	0
26416161-26416161_analysis_1	0	1	0	0	0	0	0	0	0
26416161-26416161_analysis_2	1	1	0	0	0	0	0	0	0
26417673-26417673_analysis_0	0	3	0	0	0	0	0	0	0
26417673-26417673_analysis_1	0	5	0	0	0	0	0	0	0
26417673-26417673_analysis_2	1	1	1	0	0	0	0	0	0
26481048-26481048_analysis_0	3	11	5	0	0	0	0	0	0
26481048-26481048_analysis_1	3	9	3	1	0	0	0	0	0
26481048-26481048_analysis_2	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_3	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_0	0	3	0	0	0	0	0	0	0
26505303-26505303_analysis_1	0	4	0	0	0	0	0	0	0
26505303-26505303_analysis_2	0	5	2	0	0	0	0	0	0
26505303-26505303_analysis_3	0	1	0	0	0	0	0	0	0
26514295-26514295_analysis_0	0	5	0	0	0	0	0	0	0
26514295-26514295_analysis_1	0	1	0	0	0	0	0	0	0
26514295-26514295_analysis_2	0	4	0	0	0	0	0	0	0
26514295-26514295_analysis_3	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_4	0	1	0	0	0	0	0	0	0
26514295-26514295_analysis_5	0	1	0	0	0	0	0	0	0
26514295-26514295_analysis_6	0	3	0	0	0	0	0	0	0
26514295-26514295_analysis_7	0	1	0	0	0	0	0	0	0
26514295-26514295_analysis_8	0	2	0	0	0	0	0	0	0
26541443-26541443_analysis_0	0	5	0	0	0	0	0	0	0
26541443-26541443_analysis_1	0	7	0	0	0	0	0	0	0
26567160-26567160_analysis_0	2	5	1	0	0	0	0	0	0
26567160-26567160_analysis_1	2	3	1	0	0	0	0	0	0
26567160-26567160_analysis_2	1	4	1	0	0	0	0	0	0
26567160-26567160_analysis_3	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_4	0	1	0	0	0	0	0	0	0
26567160-26567160_analysis_5	0	1	2	0	0	0	0	0	0
26567160-26567160_analysis_6	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_0	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_1	0	1	0	0	0	0	0	0	0
26644594-26644594_analysis_2	2	4	0	0	0	0	0	0	0
26644594-26644594_analysis_3	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_4	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_5	0	0	0	0	0	0	0	0	0
26713867-26713867_analysis_0	0	1	0	0	0	0	0	0	0
26746580-26746580_analysis_0	0	1	1	0	0	0	0	0	0
26776080-26776080_analysis_0	0	2	0	0	0	0	0	0	0
26776080-26776080_analysis_1	0	4	0	0	0	0	0	0	0
26803059-26803059_analysis_0	1	16	3	0	0	0	0	0	0
26803059-26803059_analysis_1	0	1	0	0	0	0	0	0	0
26803059-26803059_analysis_2	0	16	3	0	0	0	0	0	0
26803059-26803059_analysis_3	0	2	2	0	0	0	0	0	0
26803059-26803059_analysis_4	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_5	0	2	0	0	0	0	0	0	0
26803059-26803059_analysis_6	0	1	1	0	0	0	0	0	0
26803059-26803059_analysis_7	0	1	1	0	0	0	0	0	0
26803059-26803059_analysis_8	0	1	0	0	0	0	0	0	0
26803059-26803059_analysis_9	0	1	0	0	0	0	0	0	0
26812250-26812250_analysis_0	0	2	0	0	0	0	0	0	0
26812250-26812250_analysis_1	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_10	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_2	0	1	0	0	0	0	0	0	0
26812250-26812250_analysis_3	0	0	1	0	0	0	0	0	0
26812250-26812250_analysis_4	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_5	0	2	0	0	0	0	0	0	0
26812250-26812250_analysis_6	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_7	0	2	0	0	0	0	0	0	0
26812250-26812250_analysis_8	0	1	0	0	0	0	0	0	0
26812250-26812250_analysis_9	0	2	0	0	0	0	0	0	0
26817402-26817402_analysis_0	0	0	0	0	0	0	0	0	0
26817402-26817402_analysis_1	0	0	0	0	0	0	0	0	0
26817402-26817402_analysis_2	0	1	0	0	0	0	0	0	0
26892856-26892856_analysis_0	3	28	2	0	0	0	0	0	0
26892856-26892856_analysis_1	1	2	0	0	0	0	0	0	0
26892859-26892859_analysis_0	0	12	3	0	0	0	0	0	0
26892859-26892859_analysis_1	0	1	3	0	0	0	0	0	0
26892859-26892859_analysis_2	0	2	3	0	0	0	0	0	0
26904405-26904405_analysis_0	0	4	1	0	0	0	0	0	0
26904405-26904405_analysis_1	0	1	0	0	0	0	0	0	0
26908320-26908320_analysis_0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_1	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_2	0	6	0	0	0	0	0	0	0
26908320-26908320_analysis_3	0	1	0	0	0	0	0	0	0
26908320-26908320_analysis_4	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_5	0	3	0	0	0	0	0	0	0
26940699-26940699_analysis_0	1	9	2	0	0	0	0	0	0
26942651-26942651_analysis_0	1	2	1	0	0	0	0	0	0
26991156-26991156_analysis_0	0	2	1	0	0	0	0	0	0
26991156-26991156_analysis_1	0	2	0	0	0	0	0	0	0
26991156-26991156_analysis_2	0	2	0	0	0	0	0	0	0
26991156-26991156_analysis_3	0	2	0	0	0	0	0	0	0
26991156-26991156_analysis_4	0	1	0	0	0	0	0	0	0
26991156-26991156_analysis_5	0	1	1	0	0	0	0	0	0
27039141-27039141_analysis_0	0	2	1	0	0	0	0	0	0
27039141-27039141_analysis_1	0	3	0	0	0	0	0	0	0
27039141-27039141_analysis_2	1	1	2	0	0	0	0	0	0
27039141-27039141_analysis_3	0	2	1	0	0	0	0	0	0
27090056-27090056_analysis_0	0	0	2	0	0	0	0	0	0
27090501-27090501_analysis_0	1	6	0	0	0	0	0	0	0
27091676-27091676_analysis_0	3	15	5	0	0	0	0	0	0
27095057-27095057_analysis_0	2	1	3	0	0	0	0	0	0
27095057-27095057_analysis_1	0	1	1	0	0	0	0	0	0
27095057-27095057_analysis_2	1	1	3	0	0	0	0	0	0
27095057-27095057_analysis_3	0	2	0	0	0	0	0	0	0
27096431-27096431_analysis_0	0	1	0	0	0	0	0	0	0
27096431-27096431_analysis_1	0	1	0	0	0	0	0	0	0
27096431-27096431_analysis_10	0	1	0	0	0	0	0	0	0
27096431-27096431_analysis_11	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_12	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_13	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_2	1	3	0	0	0	0	0	0	0
27096431-27096431_analysis_3	0	2	0	0	0	0	0	0	0
27096431-27096431_analysis_4	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_5	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_6	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_7	0	1	0	0	0	0	0	0	0
27096431-27096431_analysis_8	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_9	0	0	0	0	0	0	0	0	0
27107154-27107154_analysis_0	0	2	0	0	0	0	0	0	0
27107154-27107154_analysis_1	2	25	3	0	0	0	0	0	0
27107154-27107154_analysis_2	0	0	0	0	0	0	0	0	0
27107154-27107154_analysis_3	0	7	0	0	0	0	0	0	0
27177764-27177764_analysis_0	0	1	1	0	0	0	0	0	0
27177764-27177764_analysis_1	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_0	0	4	0	0	0	0	0	0	0
27236373-27236373_analysis_1	1	4	1	0	0	0	0	0	0
27236373-27236373_analysis_2	1	2	0	0	0	0	0	0	0
27236373-27236373_analysis_3	1	3	1	0	0	0	0	0	0
